Time,EMG,Force
47.068,0.036317,110.46685
47.069,0.039054,110.156171
47.07,0.047588,110.46685
47.071,0.053706,110.297389
47.072,0.061596,110.184414
47.073,0.07979,111.822542
47.074,0.106839,112.387414
47.075,0.132923,110.07144
47.076,0.147092,113.460671
47.077,0.139363,117.245312
47.078,0.109577,119.137633
47.079,0.081561,114.901094
47.08,0.070773,111.822542
47.081,0.072222,110.46685
47.082,0.071256,110.664555
47.083,0.061435,111.624837
47.084,0.049842,110.523337
47.085,0.043724,111.144696
47.086,0.046944,112.895799
47.087,0.052901,115.409478
47.088,0.04469,115.352991
47.089,0.015225,121.481852
47.09,-0.026316,110.46685
47.091,-0.075745,111.511863
47.092,-0.126785,116.934633
47.093,-0.170097,124.3627
47.094,-0.208095,125.210009
47.095,-0.229509,122.63984
47.096,-0.233535,114.420953
47.097,-0.219044,124.447431
47.098,-0.199079,122.074968
47.099,-0.187647,115.409478
47.1,-0.191833,114.392709
47.101,-0.206968,125.633663
47.102,-0.224196,124.67338
47.103,-0.233857,121.142929
47.104,-0.226128,111.370645
47.105,-0.196181,124.023777
47.106,-0.152547,125.577176
47.107,-0.10682,115.296504
47.108,-0.063992,111.059965
47.109,-0.025027,116.228543
47.11,0.015225,124.136751
47.111,0.054672,116.878145
47.112,0.078341,110.46685
47.113,0.090739,111.059965
47.114,0.107001,111.483619
47.115,0.138397,111.003478
47.116,0.181709,111.314158
47.117,0.209242,111.455376
47.118,0.218258,117.132338
47.119,0.222767,115.946107
47.12,0.241283,113.178235
47.121,0.264629,114.731632
47.122,0.286849,114.618658
47.123,0.295865,117.38653
47.124,0.287332,118.205595
47.125,0.261731,115.88962
47.126,0.213911,113.856081
47.127,0.14838,111.87903
47.128,0.080756,112.641606
47.129,0.020216,111.596594
47.13,-0.034849,111.088209
47.131,-0.090397,111.935517
47.132,-0.14192,117.894915
47.133,-0.174283,123.430661
47.134,-0.179919,123.232956
47.135,-0.162047,112.359171
47.136,-0.126463,119.250608
47.137,-0.095067,124.871085
47.138,-0.09249,123.458905
47.139,-0.106981,113.969055
47.14,-0.147395,111.201183
47.141,-0.20085,117.753697
47.142,-0.259779,124.3627
47.143,-0.315649,125.37947
47.144,-0.359927,124.588649
47.145,-0.379892,123.628366
47.146,-0.358639,121.171173
47.147,-0.298421,122.159699
47.148,-0.202943,124.475675
47.149,-0.093457,125.06879
47.15,0.016996,119.589531
47.151,0.128737,113.940812
47.152,0.215038,118.120864
47.153,0.268977,116.115568
47.154,0.300857,124.447431
47.155,0.319534,119.335339
47.156,0.331932,119.617775
47.157,0.345779,122.018481
47.158,0.363168,118.79871
47.159,0.370252,122.24443
47.16,0.355761,124.193239
47.161,0.30617,121.510096
47.162,0.238707,120.041429
47.163,0.171888,117.69721
47.164,0.128737,119.194121
47.165,0.112314,117.301799
47.166,0.108772,114.223248
47.167,0.114246,115.098799
47.168,0.13244,114.844607
47.169,0.156109,113.601889
47.17,0.175913,114.618658
47.171,0.189599,112.952286
47.172,0.187666,117.443017
47.173,0.162066,117.612479
47.174,0.116983,119.589531
47.175,0.067392,117.019363
47.176,0.021343,115.014068
47.177,-0.017943,112.27444
47.178,-0.05095,110.46685
47.179,-0.076067,114.053786
47.18,-0.100058,118.685736
47.181,-0.124531,125.294739
47.182,-0.145141,121.93375
47.183,-0.158987,114.816363
47.184,-0.163657,114.731632
47.185,-0.157055,124.306213
47.186,-0.130006,122.837545
47.187,-0.099897,114.646901
47.188,-0.077034,110.410363
47.189,-0.067212,117.132338
47.19,-0.071398,124.927572
47.191,-0.089109,114.929337
47.192,-0.112134,111.370645
47.193,-0.131777,112.924042
47.194,-0.145302,123.148225
47.195,-0.156411,124.080264
47.196,-0.162691,120.352108
47.197,-0.15464,110.608068
47.198,-0.132421,120.267377
47.199,-0.103117,124.052021
47.2,-0.064153,114.957581
47.201,-0.015206,110.805773
47.202,0.037766,112.189709
47.203,0.065138,114.279735
47.204,0.03197,122.724571
47.205,-0.035171,115.352991
47.206,-0.100058,113.37594
47.207,-0.155606,110.212658
47.208,-0.202943,114.08203
47.209,-0.237882,120.945224
47.21,-0.269118,121.849019
47.211,-0.264931,120.493326
47.212,-0.225484,121.029955
47.213,-0.148844,124.758111
47.214,-0.043222,122.724571
47.215,0.102331,114.87285
47.216,0.282662,113.460671
47.217,0.444639,120.041429
47.218,0.567329,121.368878
47.219,0.636886,119.674262
47.22,0.657817,122.074968
47.221,0.651216,124.645136
47.222,0.610963,121.62307
47.223,0.550584,122.385648
47.224,0.477968,122.046724
47.225,0.399556,121.058198
47.226,0.315187,118.516274
47.227,0.229368,122.413891
47.228,0.145643,120.041429
47.229,0.069324,116.341517
47.23,0.024564,112.048491
47.231,0.00798,111.17294
47.232,0.000734,110.890504
47.233,-0.005545,115.324748
47.234,-0.005545,124.193239
47.235,0.001861,119.448313
47.236,0.009107,116.539222
47.237,0.009268,116.256786
47.238,0.004437,116.087325
47.239,-0.006672,111.992004
47.24,-0.022773,111.088209
47.241,-0.035976,111.088209
47.242,-0.049179,112.811068
47.243,-0.05739,118.036133
47.244,-0.050306,125.577176
47.245,-0.028731,122.272673
47.246,-0.002164,117.810184
47.247,0.018606,115.804889
47.248,0.027784,114.025542
47.249,0.023275,110.946991
47.25,0.007657,111.088209
47.251,-0.004579,111.201183
47.252,-0.003291,114.110273
47.253,0.01603,120.860493
47.254,0.054189,118.713979
47.255,0.106678,114.731632
47.256,0.158202,113.827837
47.257,0.191692,117.075851
47.258,0.202157,114.449196
47.259,0.186378,116.906389
47.26,0.142101,112.867555
47.261,0.073027,113.545401
47.262,-0.000715,111.624837
47.263,-0.065602,111.794299
47.264,-0.121311,123.035251
47.265,-0.165267,122.24443
47.266,-0.193926,111.483619
47.267,-0.195697,117.781941
47.268,-0.195697,125.803124
47.269,-0.176054,120.239134
47.27,-0.156894,111.56835
47.271,-0.145624,117.725453
47.272,-0.145785,124.758111
47.273,-0.151742,126.424484
47.274,-0.152869,118.713979
47.275,-0.145302,111.059965
47.276,-0.129201,118.685736
47.277,-0.107142,124.645136
47.278,-0.080576,120.013185
47.279,-0.054331,114.025542
47.28,-0.039518,111.540106
47.281,-0.041128,116.793415
47.282,-0.051916,125.605419
47.283,-0.081703,120.691031
47.284,-0.11149,111.370645
47.285,-0.140632,116.200299
47.286,-0.160919,123.797828
47.287,-0.163979,125.605419
47.288,-0.153996,123.232956
47.289,-0.143208,113.969055
47.29,-0.132421,115.720158
47.291,-0.09877,124.98406
47.292,-0.028248,120.493326
47.293,0.091866,111.511863
47.294,0.245469,110.579825
47.295,0.373311,114.223248
47.296,0.449308,113.686619
47.297,0.468791,119.871967
47.298,0.44641,119.137633
47.299,0.399073,119.307095
47.3,0.340304,119.278851
47.301,0.278959,116.454491
47.302,0.213267,117.471261
47.303,0.146448,113.404183
47.304,0.094281,110.890504
47.305,0.065943,112.415658
47.306,0.054511,111.031722
47.307,0.049681,110.721042
47.308,0.045656,113.460671
47.309,0.041148,116.821658
47.31,0.032292,124.616893
47.311,0.023597,112.895799
47.312,0.021182,110.77753
47.313,0.036639,111.031722
47.314,0.076731,113.884324
47.315,0.148058,111.455376
47.316,0.238063,110.86226
47.317,0.324686,111.201183
47.318,0.38265,114.449196
47.319,0.404064,115.88962
47.32,0.390056,116.878145
47.321,0.34755,114.759876
47.322,0.285239,116.172056
47.323,0.202318,117.188825
47.324,0.092993,116.454491
47.325,-0.015528,111.766055
47.326,-0.104727,112.924042
47.327,-0.183622,122.978763
47.328,-0.254144,124.532162
47.329,-0.313556,116.878145
47.33,-0.348817,114.110273
47.331,-0.351554,125.181765
47.332,-0.331911,122.385648
47.333,-0.291659,119.250608
47.334,-0.233374,111.992004
47.335,-0.160919,123.939046
47.336,-0.084118,121.53834
47.337,-0.006511,112.66985
47.338,0.065782,111.483619
47.339,0.118271,111.201183
47.34,0.144999,111.17294
47.341,0.170599,111.56835
47.342,0.225182,112.330927
47.343,0.309229,113.743106
47.344,0.386514,114.618658
47.345,0.429665,116.002594
47.346,0.434656,116.623953
47.347,0.402937,117.923159
47.348,0.334347,121.058198
47.349,0.230817,118.262082
47.35,0.096213,114.420953
47.351,-0.032434,113.093504
47.352,-0.146429,114.053786
47.353,-0.256237,112.867555
47.354,-0.347529,122.216186
47.355,-0.404848,121.820776
47.356,-0.41628,122.216186
47.357,-0.379087,122.668084
47.358,-0.300997,121.736045
47.359,-0.221781,121.397122
47.36,-0.135319,122.046724
47.361,-0.055458,124.193239
47.362,0.00959,117.471261
47.363,0.063528,116.087325
47.364,0.108289,114.110273
47.365,0.141296,116.821658
47.366,0.165125,118.233838
47.367,0.176396,116.793415
47.368,0.176235,118.346813
47.369,0.170921,121.905506
47.37,0.170438,123.063494
47.371,0.172049,123.063494
47.372,0.167057,121.961994
47.373,0.154176,123.34593
47.374,0.132118,119.476557
47.375,0.100882,121.481852
47.376,0.075282,117.047607
47.377,0.059181,121.792532
47.378,0.04002,120.973467
47.379,0.006691,119.787236
47.38,-0.036298,121.001711
47.381,-0.072686,122.611597
47.382,-0.086855,121.93375
47.383,-0.081864,121.199416
47.384,-0.069144,117.301799
47.385,-0.05095,119.589531
47.386,-0.029858,118.346813
47.387,0.00959,114.336222
47.388,0.088162,117.725453
47.389,0.191692,122.385648
47.39,0.282018,121.255903
47.391,0.340948,123.317687
47.392,0.364456,122.385648
47.393,0.356244,123.854315
47.394,0.334025,124.108508
47.395,0.300052,121.905506
47.396,0.264468,122.074968
47.397,0.235809,121.961994
47.398,0.201191,123.176469
47.399,0.165447,122.442135
47.4,0.134211,124.023777
47.401,0.112797,122.837545
47.402,0.095569,121.029955
47.403,0.070934,121.255903
47.404,0.044368,119.278851
47.405,0.029716,121.566583
47.406,0.022309,119.928454
47.407,0.019089,120.408595
47.408,0.030682,122.95052
47.409,0.045495,120.691031
47.41,0.077214,119.674262
47.411,0.110221,123.063494
47.412,0.147736,119.787236
47.413,0.168828,119.250608
47.414,0.172693,119.278851
47.415,0.144355,120.804006
47.416,0.096535,115.381235
47.417,0.043885,117.753697
47.418,-0.006833,116.172056
47.419,-0.050467,112.924042
47.42,-0.074296,112.867555
47.421,-0.082025,110.890504
47.422,-0.078805,115.296504
47.423,-0.075906,118.770467
47.424,-0.072042,115.635427
47.425,-0.075745,109.873735
47.426,-0.091524,110.297389
47.427,-0.113583,113.206478
47.428,-0.1482,119.617775
47.429,-0.187808,119.589531
47.43,-0.219366,111.794299
47.431,-0.235789,114.533927
47.432,-0.233374,115.070555
47.433,-0.21051,113.093504
47.434,-0.177664,111.992004
47.435,-0.150776,114.392709
47.436,-0.134675,120.832249
47.437,-0.11793,123.148225
47.438,-0.10521,123.910802
47.439,-0.091363,122.752815
47.44,-0.07333,122.865789
47.441,-0.054331,121.453609
47.442,-0.042578,116.821658
47.443,-0.035654,117.555992
47.444,-0.029214,114.675145
47.445,-0.025349,116.821658
47.446,-0.030824,116.623953
47.447,-0.045959,118.855197
47.448,-0.060772,118.911685
47.449,-0.072203,121.707801
47.45,-0.079771,119.335339
47.451,-0.081864,119.561287
47.452,-0.070432,115.155286
47.453,-0.041933,115.381235
47.454,-0.000715,119.10939
47.455,0.045173,121.53834
47.456,0.0909,121.792532
47.457,0.145482,121.820776
47.458,0.217775,123.797828
47.459,0.294416,124.249726
47.46,0.356405,121.62307
47.461,0.402132,121.22766
47.462,0.426928,123.035251
47.463,0.422419,123.797828
47.464,0.388929,121.368878
47.465,0.329194,123.430661
47.466,0.243054,120.578057
47.467,0.135821,123.34593
47.468,0.033419,122.470379
47.469,-0.039357,121.425365
47.47,-0.085084,121.62307
47.471,-0.105532,121.086442
47.472,-0.104083,120.069672
47.473,-0.083313,119.024659
47.474,-0.051111,112.613363
47.475,-0.011342,111.737812
47.476,0.034224,109.28062
47.477,0.082205,112.104978
47.478,0.125678,119.363582
47.479,0.142423,121.425365
47.48,0.123746,119.448313
47.481,0.081561,117.471261
47.482,0.030682,123.063494
47.483,-0.019553,123.515392
47.484,-0.062865,122.63984
47.485,-0.096677,121.058198
47.486,-0.122599,119.984941
47.487,-0.14031,119.5048
47.488,-0.141759,114.420953
47.489,-0.12743,111.201183
47.49,-0.101346,110.099684
47.491,-0.0685,111.088209
47.492,-0.034044,110.834017
47.493,0.003471,109.591299
47.494,0.042758,110.721042
47.495,0.079951,112.217953
47.496,0.112958,117.38653
47.497,0.142745,122.103212
47.498,0.172693,123.176469
47.499,0.195878,117.923159
47.5,0.207632,123.374174
47.501,0.213911,122.696327
47.502,0.21375,122.216186
47.503,0.200547,122.159699
47.504,0.157558,122.385648
47.505,0.079629,122.074968
47.506,-0.00474,123.571879
47.507,-0.076067,121.877263
47.508,-0.138539,122.611597
47.509,-0.187969,122.159699
47.51,-0.214858,121.990237
47.511,-0.219205,122.894033
47.512,-0.19924,121.93375
47.513,-0.152547,116.143812
47.514,-0.07494,110.099684
47.515,0.010878,109.647786
47.516,0.090255,108.998184
47.517,0.128898,118.855197
47.518,0.102331,121.312391
47.519,0.02875,121.93375
47.52,-0.059,122.159699
47.521,-0.145141,122.131455
47.522,-0.219366,121.594827
47.523,-0.27266,122.32916
47.524,-0.29665,116.567466
47.525,-0.298743,109.082915
47.526,-0.291015,107.981415
47.527,-0.275719,107.953171
47.528,-0.247864,108.263851
47.529,-0.204714,108.376825
47.53,-0.140793,107.78371
47.531,-0.074135,107.953171
47.532,-0.00635,108.96994
47.533,0.074316,115.155286
47.534,0.157719,121.905506
47.535,0.221962,122.24443
47.536,0.260443,122.32916
47.537,0.270426,121.62307
47.538,0.252393,122.216186
47.539,0.21858,121.566583
47.54,0.194912,122.216186
47.541,0.161744,122.300917
47.542,0.14838,121.086442
47.543,0.141135,118.544518
47.544,0.14355,121.594827
47.545,0.153371,121.594827
47.546,0.171243,121.93375
47.547,0.193624,122.018481
47.548,0.214394,122.103212
47.549,0.230656,121.651314
47.55,0.24241,121.93375
47.551,0.247401,121.990237
47.552,0.244342,122.131455
47.553,0.244825,122.24443
47.554,0.249172,121.736045
47.555,0.246918,121.397122
47.556,0.226792,122.159699
47.557,0.187183,122.32916
47.558,0.131474,121.792532
47.559,0.061757,121.707801
47.56,-0.003291,122.159699
47.561,-0.044349,122.724571
47.562,-0.058195,121.93375
47.563,-0.056263,121.566583
47.564,-0.049018,121.22766
47.565,-0.03662,120.493326
47.566,-0.021002,120.860493
47.567,-0.006189,120.239134
47.568,0.001539,120.408595
47.569,-0.001037,121.312391
47.57,-0.017943,122.216186
47.571,-0.0429,120.465083
47.572,-0.060772,122.103212
47.573,-0.061577,121.397122
47.574,-0.045315,120.634544
47.575,-0.01263,121.368878
47.576,0.039376,121.764288
47.577,0.11006,121.651314
47.578,0.176879,115.26826
47.579,0.217131,121.199416
47.58,0.230495,121.425365
47.581,0.222928,122.018481
47.582,0.202157,121.792532
47.583,0.174786,121.849019
47.584,0.145482,121.594827
47.585,0.125034,118.09262
47.586,0.123101,120.408595
47.587,0.141457,121.679558
47.588,0.173015,118.855197
47.589,0.205861,121.877263
47.59,0.225021,121.764288
47.591,0.225021,121.001711
47.592,0.211496,121.679558
47.593,0.175752,121.651314
47.594,0.101204,121.62307
47.595,0.004115,121.284147
47.596,-0.087982,118.996415
47.597,-0.176054,121.171173
47.598,-0.260906,120.436839
47.599,-0.336097,109.817248
47.6,-0.383273,107.134107
47.601,-0.40823,106.738697
47.602,-0.394705,109.195889
47.603,-0.355902,106.851672
47.604,-0.302125,107.47303
47.605,-0.251085,108.122633
47.606,-0.215019,106.399774
47.607,-0.198435,108.998184
47.608,-0.206646,106.371531
47.609,-0.234179,110.805773
47.61,-0.253983,106.343287
47.611,-0.26316,106.964646
47.612,-0.229187,109.393594
47.613,-0.163174,111.681324
47.614,-0.078644,120.408595
47.615,0.016835,118.516274
47.616,0.132601,120.069672
47.617,0.247884,118.375056
47.618,0.348355,117.951402
47.619,0.426928,119.024659
47.62,0.472655,114.675145
47.621,0.490688,115.833132
47.622,0.502281,112.839312
47.623,0.484409,119.5048
47.624,0.464926,113.149991
47.625,0.437554,113.460671
47.626,0.402293,114.223248
47.627,0.363329,115.946107
47.628,0.316153,117.104094
47.629,0.256901,113.460671
47.63,0.193946,117.471261
47.631,0.136143,117.612479
47.632,0.086713,119.194121
47.633,0.050164,118.601005
47.634,0.035673,119.787236
47.635,0.043402,113.827837
47.636,0.073832,106.2868
47.637,0.130991,119.617775
47.638,0.201513,115.296504
47.639,0.256579,117.668966
47.64,0.268977,109.901978
47.641,0.233393,116.99112
47.642,0.163676,117.499505
47.643,0.074155,116.736927
47.644,-0.008927,117.979646
47.645,-0.069949,115.26826
47.646,-0.111168,112.27444
47.647,-0.140149,106.823428
47.648,-0.159309,119.165877
47.649,-0.162691,110.77753
47.65,-0.152386,105.524223
47.651,-0.133548,118.516274
47.652,-0.110524,112.415658
47.653,-0.08927,104.281506
47.654,-0.077195,118.742223
47.655,-0.074296,110.946991
47.656,-0.080737,112.246196
47.657,-0.091846,114.562171
47.658,-0.107303,105.976121
47.659,-0.128074,110.156171
47.66,-0.121794,114.307978
47.661,-0.112456,104.140288
47.662,-0.104888,116.426248
47.663,-0.105049,105.608954
47.664,-0.108269,115.014068
47.665,-0.114066,112.443901
47.666,-0.114227,106.371531
47.667,-0.107464,117.330043
47.668,-0.10038,104.620429
47.669,-0.093296,117.951402
47.67,-0.071559,105.10057
47.671,-0.029536,116.708684
47.672,0.026174,106.625723
47.673,0.087518,116.115568
47.674,0.139363,105.383005
47.675,0.176235,113.77135
47.676,0.200225,111.455376
47.677,0.211174,115.014068
47.678,0.208759,108.772235
47.679,0.192658,111.596594
47.68,0.16754,110.353876
47.681,0.132762,115.804889
47.682,0.08301,110.014953
47.683,0.026818,116.736927
47.684,-0.027282,107.896684
47.685,-0.0685,116.228543
47.686,-0.087982,104.055557
47.687,-0.087016,116.934633
47.688,-0.070754,102.276212
47.689,-0.047247,115.550696
47.69,-0.025672,105.439493
47.691,-0.011986,116.059081
47.692,-0.012308,103.970827
47.693,-0.020197,116.200299
47.694,-0.035976,103.236494
47.695,-0.035332,106.597479
47.696,-0.016655,115.97435
47.697,0.021021,101.739584
47.698,0.064172,105.608954
47.699,0.097501,107.586005
47.7,0.111509,111.003478
47.701,0.106034,109.450081
47.702,0.088645,114.816363
47.703,0.064494,102.191481
47.704,0.035834,105.721928
47.705,0.012488,107.303569
47.706,0.000734,115.240017
47.707,-0.000876,101.62661
47.708,0.007335,110.014953
47.709,0.021504,115.917863
47.71,0.039859,101.654854
47.711,0.061274,104.70516
47.712,0.07818,107.444787
47.713,0.083332,113.912568
47.714,0.073027,103.180006
47.715,0.044207,112.217953
47.716,0.002505,115.861376
47.717,-0.039518,101.485392
47.718,-0.079449,107.049377
47.719,-0.11471,112.246196
47.72,-0.134836,101.005251
47.721,-0.126141,113.517158
47.722,-0.088948,112.387414
47.723,-0.038713,104.648672
47.724,0.011522,100.666329
47.725,0.053706,103.123519
47.726,0.083976,105.128813
47.727,0.104746,104.168532
47.728,0.119881,103.716634
47.729,0.128898,102.445674
47.73,0.124873,101.372418
47.731,0.102975,100.807546
47.732,0.074638,101.400661
47.733,0.052579,101.174713
47.734,0.037122,101.202956
47.735,0.010556,100.722816
47.736,-0.030985,100.779303
47.737,-0.078483,102.02202
47.738,-0.129201,111.398889
47.739,-0.176376,115.070555
47.74,-0.210671,105.750172
47.741,-0.225806,102.050264
47.742,-0.222586,113.06526
47.743,-0.201816,112.924042
47.744,-0.167521,102.276212
47.745,-0.119862,103.547173
47.746,-0.093457,113.856081
47.747,-0.079771,101.005251
47.748,-0.082669,101.428905
47.749,-0.104405,108.743992
47.75,-0.122921,112.726337
47.751,-0.128557,102.925814
47.752,-0.112617,100.186188
47.753,-0.083796,103.547173
47.754,-0.060611,114.929337
47.755,-0.051755,107.218838
47.756,-0.05095,103.631904
47.757,-0.052077,100.468624
47.758,-0.052721,99.64956
47.759,-0.055297,101.909046
47.76,-0.063187,103.942583
47.761,-0.072042,104.959352
47.762,-0.071237,109.36535
47.763,-0.054653,110.664555
47.764,-0.027926,106.68221
47.765,-0.002808,101.146469
47.766,0.016835,99.621316
47.767,0.032775,99.706047
47.768,0.046944,100.214431
47.769,0.046944,103.264737
47.77,0.02875,104.931108
47.771,0.010717,105.49598
47.772,0.002183,110.495094
47.773,0.013937,108.17912
47.774,0.044368,107.360056
47.775,0.08784,107.670735
47.776,0.132762,106.540992
47.777,0.183319,109.421838
47.778,0.254969,113.206478
47.779,0.334669,111.511863
47.78,0.398751,112.66985
47.781,0.430792,109.845491
47.782,0.422581,111.766055
47.783,0.37943,111.681324
47.784,0.308585,108.602774
47.785,0.219546,105.439493
47.786,0.12761,110.184414
47.787,0.050808,109.139402
47.788,-0.000715,109.930222
47.789,-0.037103,110.890504
47.79,-0.061577,106.964646
47.791,-0.076551,102.643379
47.792,-0.079288,99.141176
47.793,-0.07011,100.948764
47.794,-0.052721,101.174713
47.795,-0.032595,103.405955
47.796,-0.010215,100.864034
47.797,0.018445,98.915227
47.798,0.048715,101.937289
47.799,0.063689,100.864034
47.8,0.048715,100.807546
47.801,0.011844,100.355649
47.802,-0.032434,101.485392
47.803,-0.073491,102.869327
47.804,-0.112617,102.02202
47.805,-0.134997,99.790778
47.806,-0.13548,98.943471
47.807,-0.125819,101.62661
47.808,-0.109074,104.648672
47.809,-0.080898,107.105864
47.81,-0.044027,110.212658
47.811,-0.003452,107.444787
47.812,0.039698,104.931108
47.813,0.077053,102.445674
47.814,0.101526,102.445674
47.815,0.103458,104.479211
47.816,0.073832,106.569236
47.817,0.012971,108.433312
47.818,-0.050306,106.484505
47.819,-0.093618,101.909046
47.82,-0.111812,99.338881
47.821,-0.111651,99.338881
47.822,-0.099575,99.931996
47.823,-0.077356,101.061739
47.824,-0.054331,102.219725
47.825,-0.043544,101.541879
47.826,-0.051111,100.948764
47.827,-0.067856,102.219725
47.828,-0.091846,104.987595
47.829,-0.120506,105.383005
47.83,-0.141598,110.86226
47.831,-0.149488,113.630132
47.832,-0.146751,106.738697
47.833,-0.131616,101.287687
47.834,-0.10038,99.734291
47.835,-0.053687,99.310637
47.836,-0.005867,100.525111
47.837,0.046783,101.2312
47.838,0.101848,104.902865
47.839,0.156592,107.755466
47.84,0.198776,110.410363
47.841,0.209886,107.360056
47.842,0.199581,108.546286
47.843,0.191531,109.252376
47.844,0.203284,108.207363
47.845,0.237419,109.986709
47.846,0.269138,112.811068
47.847,0.286366,104.648672
47.848,0.288942,108.433312
47.849,0.270104,110.946991
47.85,0.22003,110.495094
47.851,0.151439,108.263851
47.852,0.077053,103.942583
47.853,0.014903,103.547173
47.854,-0.019714,102.247969
47.855,-0.027443,100.581598
47.856,-0.009571,100.892277
47.857,0.028589,100.722816
47.858,0.068358,100.864034
47.859,0.0814,101.598366
47.86,0.055638,101.654854
47.861,0.008302,101.2312
47.862,-0.04451,101.513636
47.863,-0.105371,106.823428
47.864,-0.169936,114.590414
47.865,-0.232569,103.349468
47.866,-0.275558,114.138517
47.867,-0.292625,115.352991
47.868,-0.270728,111.87903
47.869,-0.219849,102.699866
47.87,-0.15303,111.794299
47.871,-0.075262,110.325632
47.872,0.013937,102.276212
47.873,0.127288,101.005251
47.874,0.235003,100.779303
47.875,0.310195,100.948764
47.876,0.35882,101.965533
47.877,0.391183,104.818134
47.878,0.409378,103.180006
47.879,0.396336,102.134994
47.88,0.341753,106.060851
47.881,0.273968,105.693685
47.882,0.209725,103.151763
47.883,0.157075,101.2312
47.884,0.119559,102.332699
47.885,0.101043,101.372418
47.886,0.096535,102.191481
47.887,0.098789,103.970827
47.888,0.096857,107.86844
47.889,0.07979,106.597479
47.89,0.045173,106.512749
47.891,-0.000232,110.156171
47.892,-0.05095,115.88962
47.893,-0.102151,101.880802
47.894,-0.15303,112.867555
47.895,-0.186842,111.850786
47.896,-0.198757,102.134994
47.897,-0.190384,114.87285
47.898,-0.169131,107.275325
47.899,-0.140632,103.801365
47.9,-0.106659,116.256786
47.901,-0.072042,102.360943
47.902,-0.038713,112.500388
47.903,-0.010215,110.184414
47.904,0.003471,114.279735
47.905,-0.003613,102.02202
47.906,-0.018265,108.009658
47.907,-0.028409,117.104094
47.908,-0.03823,102.219725
47.909,-0.051272,111.483619
47.91,-0.084601,102.586891
47.911,-0.11954,112.246196
47.912,-0.150293,107.416543
47.913,-0.167038,111.229427
47.914,-0.16897,109.534812
47.915,-0.163335,104.676916
47.916,-0.154157,117.301799
47.917,-0.139344,104.422724
47.918,-0.118896,111.201183
47.919,-0.085728,105.778416
47.92,-0.037747,106.512749
47.921,0.017801,116.821658
47.922,0.07657,103.038789
47.923,0.121974,103.688391
47.924,0.141779,110.636312
47.925,0.133728,110.664555
47.926,0.09734,112.754581
47.927,0.051774,117.132338
47.928,0.018606,103.688391
47.929,-0.001359,115.946107
47.93,-0.013918,102.643379
47.931,-0.02551,105.1853
47.932,-0.03662,116.539222
47.933,-0.043061,102.558648
47.934,-0.045476,110.551581
47.935,-0.045154,114.929337
47.936,-0.043544,103.688391
47.937,-0.04145,116.708684
47.938,-0.036298,102.841084
47.939,-0.02068,112.387414
47.94,0.015708,105.947877
47.941,0.083332,112.472145
47.942,0.173981,105.834903
47.943,0.257223,106.710454
47.944,0.319051,106.710454
47.945,0.347872,105.411249
47.946,0.328389,105.10057
47.947,0.269943,103.151763
47.948,0.195234,104.78989
47.949,0.117305,109.563055
47.95,0.05596,114.87285
47.951,0.021987,111.398889
47.952,0.006691,116.002594
47.953,-0.001359,104.479211
47.954,0.006208,116.539222
47.955,0.035673,103.518929
47.956,0.086069,114.08203
47.957,0.15482,112.556876
47.958,0.230334,109.760761
47.959,0.292645,107.303569
47.96,0.321627,110.382119
47.961,0.30939,110.946991
47.962,0.263663,106.625723
47.963,0.196683,107.501274
47.964,0.118754,112.698094
47.965,0.048232,113.093504
47.966,-0.001198,116.99112
47.967,-0.040645,104.39448
47.968,-0.075906,116.793415
47.969,-0.11149,106.738697
47.97,-0.150615,114.505683
47.971,-0.190706,104.818134
47.972,-0.230314,115.042312
47.973,-0.26944,106.540992
47.974,-0.303091,112.443901
47.975,-0.327564,113.262965
47.976,-0.3493,110.946991
47.977,-0.351876,104.592185
47.978,-0.33803,116.793415
47.979,-0.313878,106.597479
47.98,-0.287795,109.450081
47.981,-0.263965,115.946107
47.982,-0.246737,107.105864
47.983,-0.247703,114.279735
47.984,-0.23434,103.405955
47.985,-0.204392,116.341517
47.986,-0.15142,103.095276
47.987,-0.076873,116.708684
47.988,0.007496,103.462442
47.989,0.097018,115.18353
47.99,0.185734,110.551581
47.991,0.25996,113.686619
47.992,0.301018,106.2868
47.993,0.294899,111.455376
47.994,0.241283,114.929337
47.995,0.142262,106.371531
47.996,0.018606,113.827837
47.997,-0.077839,117.245312
47.998,-0.147234,103.575417
47.999,-0.186681,117.301799
48,-0.198274,102.81284
48.001,-0.181851,117.527748
48.002,-0.138217,103.886096
48.003,-0.075584,115.155286
48.004,0.002344,103.349468
48.005,0.091705,112.811068
48.006,0.166896,113.460671
48.007,0.208437,110.749286
48.008,0.217775,110.749286
48.009,0.200708,104.902865
48.01,0.16915,114.364465
48.011,0.12439,113.969055
48.012,0.063206,118.346813
48.013,0.006691,104.450967
48.014,-0.027121,117.132338
48.015,-0.035493,104.027314
48.016,-0.01907,116.68044
48.017,0.010556,104.366237
48.018,0.042436,117.443017
48.019,0.069968,108.715748
48.02,0.095891,117.443017
48.021,0.128415,103.20825
48.022,0.167218,109.647786
48.023,0.216326,112.613363
48.024,0.264951,109.224132
48.025,0.296187,112.500388
48.026,0.324364,112.246196
48.027,0.363007,109.619543
48.028,0.398107,104.931108
48.029,0.415496,108.659261
48.03,0.409056,106.936402
48.031,0.374438,106.851672
48.032,0.318729,107.3883
48.033,0.257706,108.800479
